Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
Buenos Aires,La Costa,Santa Teresita - Mar del Tuyú,1,1,1,1,1,1,1,1,0
Buenos Aires,La Matanza,20 De Junio,1,1,1,0,1,1,1,1,0
Buenos Aires,La Matanza,Aldo Bonzi,1,1,0,0,1,1,1,1,0
Buenos Aires,Puán,Estela,0,0,0,0,1,0,0,0,0
Buenos Aires,Puán,Felipe Solá,0,0,0,0,1,0,1,0,0
Buenos Aires,Puán,López Lecube,0,0,0,0,0,0,0,0,0
Buenos Aires,Pehuajó,Francisco Madero,0,0,1,0,1,1,1,1,0
Buenos Aires,Pehuajó,Inocencio Sosa,0,0,0,0,0,0,0,1,0
Buenos Aires,Pehuajó,Juan José Paso,0,0,0,1,1,1,1,1,0
Buenos Aires,Pehuajó,Magdala,0,0,0,0,0,0,1,1,0
Buenos Aires,Pehuajó,Mones Cazón,0,0,0,0,1,1,1,1,0
Buenos Aires,Pehuajó,Nueva Plata,0,0,0,0,0,0,1,1,0
Buenos Aires,Pehuajó,Pehuajó,1,1,1,1,1,1,1,1,0
Buenos Aires,Pehuajó,San Bernardo (Est. Guanaco),0,0,0,0,0,0,1,1,0
Buenos Aires,Pehuajó,San Esteban,0,0,0,0,0,0,0,1,0
Buenos Aires,Pellegrini,Bocayuva,0,0,0,0,1,0,0,0,0
Buenos Aires,Pellegrini,De Bary,0,0,0,0,0,0,0,0,0
Buenos Aires,Pellegrini,Pellegrini,1,1,1,0,1,1,1,1,1
Buenos Aires,Pergamino,Acevedo,1,1,0,0,1,1,1,1,0
Buenos Aires,Pergamino,Fontezuela,1,0,0,1,0,0,1,1,0
Buenos Aires,Pergamino,Guerrico,0,1,0,0,1,1,0,1,0
Buenos Aires,La Matanza,Ciudad Evita,1,1,1,1,1,1,1,1,0
Buenos Aires,La Matanza,Gonzalez Catán,1,1,1,1,1,1,1,1,1
Buenos Aires,La Matanza,Gregorio De Laferrere,1,1,1,1,1,1,1,1,0
Buenos Aires,La Matanza,Isidro Casanova,1,1,1,1,1,1,1,1,0
Buenos Aires,La Matanza,La Tablada,1,1,1,1,1,1,1,1,0
Buenos Aires,La Matanza,Lomas Del Mirador,1,1,1,1,1,1,1,1,0
Buenos Aires,Pergamino,Juan A. de la Peña,0,0,0,0,0,0,0,1,0
Buenos Aires,Pergamino,Juan Anchorena (Est. Urquiza),1,0,0,1,1,1,1,1,0
Buenos Aires,Pergamino,La Violeta,1,0,0,0,1,1,1,0,0
Buenos Aires,Pergamino,Manuel Ocampo,0,0,0,1,1,1,1,1,0
Buenos Aires,Pergamino,Mariano Benítez,0,0,0,0,0,0,1,0,0
Buenos Aires,Pergamino,Mariano H. Alfonzo (Est. San Patricio),0,0,0,0,1,1,0,0,1
Buenos Aires,Pergamino,Pergamino,1,1,1,1,1,1,1,1,1
Buenos Aires,Pergamino,Pinzón,0,0,0,0,0,0,0,1,0
Buenos Aires,Pergamino,Rancagua,1,0,0,1,1,0,1,0,1
Buenos Aires,Pergamino,Villa Angélica (Est. El Socorro),0,0,0,0,1,1,0,0,0
Buenos Aires,Pergamino,Villa San José,0,0,0,1,0,0,1,0,0
Buenos Aires,Pila,Casalins,0,0,0,0,0,1,0,1,0
Buenos Aires,Pila,Pila,0,0,1,1,1,1,1,1,0
Buenos Aires,Tres De Febrero,Villa Raffo,1,1,0,1,1,1,1,0,0
Buenos Aires,Tres Lomas,Ingeniero Thompson,0,0,0,0,0,0,1,0,0
Buenos Aires,Tres Lomas,Tres Lomas,1,1,1,1,1,1,1,1,0
Buenos Aires,Vicente López,Carapachay,1,1,0,1,1,1,1,0,0
Buenos Aires,Vicente López,Florida,1,1,0,1,1,1,1,1,0
Buenos Aires,Vicente López,Florida Oeste,1,1,0,1,1,1,1,1,1
Buenos Aires,Vicente López,La Lucila,1,1,0,1,1,1,1,0,0
Buenos Aires,Vicente López,Munro,1,1,0,1,1,1,1,1,1
Buenos Aires,Vicente López,Olivos,1,1,1,1,1,1,1,0,1
Buenos Aires,Vicente López,Vicente López,1,1,1,1,1,1,1,1,0
Buenos Aires,Vicente López,Villa Adelina,0,1,0,1,1,1,0,0,0
Buenos Aires,Vicente López,Villa Martelli,1,1,0,1,1,1,1,1,1
Buenos Aires,Villa Gesell,Mar Azul,0,0,0,0,1,1,1,0,0
Buenos Aires,Villa Gesell,Mar De Las Pampas,0,0,0,0,1,1,0,0,0
Buenos Aires,Villa Gesell,Villa Gesell,1,0,0,1,1,1,1,0,0
Buenos Aires,Villarino,Argerich,0,0,0,0,0,0,1,1,0
Buenos Aires,Villarino,Colonia San Adolfo,0,0,0,0,0,0,0,0,0
Buenos Aires,Villarino,Country Los Medanos,0,0,0,0,0,0,0,1,0
Buenos Aires,Villarino,Hilario Ascasubi,0,0,0,0,1,1,1,0,0
Buenos Aires,Villarino,Juan Cousté (Est. Algarrobo),0,0,1,0,1,1,1,1,0
Buenos Aires,Villarino,Mayor Buratovich,1,0,0,1,1,1,1,0,0
Buenos Aires,Villarino,Médanos,1,1,1,0,1,1,1,1,0
Buenos Aires,Villarino,Pedro Luro,1,1,0,1,1,1,1,1,0
Buenos Aires,Villarino,Teniente Origone,0,0,0,0,1,0,1,1,0
Buenos Aires,Zárate,Barrio Saavedra,0,0,0,0,1,1,0,0,0
Buenos Aires,Zárate,Country Club El Casco,0,0,0,0,1,1,0,0,0
Buenos Aires,Zárate,Escalada,0,0,0,0,0,0,0,0,0
Buenos Aires,Zárate,Lima,1,0,0,1,1,1,1,0,1
Mendoza,Lavalle,Las Violetas,0,0,0,0,0,0,0,0,0
Mendoza,Lavalle,Villa Tulumaya,0,0,0,1,1,1,0,1,0
Caba,COMUNA 01,SAN TELMO,1,1,1,1,1,1,1,1,1
Cordoba,Marcos Juárez,Guatimozín,1,0,0,0,1,1,0,1,1
Cordoba,Marcos Juárez,Inriville,1,0,0,0,1,1,1,1,0
Cordoba,Marcos Juárez,Isla Verde,1,1,0,1,1,1,1,0,0
Cordoba,Marcos Juárez,Leones,1,1,0,1,1,1,1,1,0
Cordoba,Pocho,Taninga,0,0,0,0,0,0,0,1,0
Cordoba,Pocho,Villa de Pocho,0,0,0,0,1,0,1,1,0
Buenos Aires,La Matanza,Rafael Castillo,1,1,1,1,1,1,1,1,0
Buenos Aires,La Matanza,Ramos Mejía,1,1,1,1,1,1,1,1,1
Buenos Aires,La Matanza,San Justo,1,1,1,1,1,1,1,1,1
Buenos Aires,La Matanza,Tapiales,1,1,1,1,1,1,1,1,1
Buenos Aires,La Matanza,Villa Eduardo Madero,1,1,1,1,1,1,1,1,0
San Luis,Libertador Grl. San Martín,Las Chacras,0,0,0,0,0,0,0,1,1
San Luis,Libertador Grl. San Martín,Las Lagunas,0,0,0,0,0,0,0,1,0
San Luis,Libertador Grl. San Martín,Los Comederos,0,0,0,0,0,0,0,0,0
San Luis,Libertador Grl. San Martín,Mesilla Del Cura,0,0,0,0,0,0,0,0,0
Buenos Aires,Zárate,Zárate,1,1,0,1,1,1,1,1,1
Caba,COMUNA 01,CONSTITUCION,1,1,1,1,1,1,1,1,1
Cordoba,Marcos Juárez,Los Surgentes,1,0,0,1,1,1,1,0,1
Cordoba,Marcos Juárez,Marcos Juárez,1,1,0,1,1,1,1,1,0
Buenos Aires,Ensenada,Dique Nº 1,0,0,0,0,1,1,0,0,0
Buenos Aires,Ensenada,Ensenada,1,1,1,1,1,1,1,1,0
Buenos Aires,Ensenada,Isla Santiago (Oeste),0,0,0,0,1,0,0,0,0
Buenos Aires,Ensenada,Punta Lara,0,0,0,0,1,1,0,0,0
Buenos Aires,Ensenada,Villa Catela,0,0,0,0,1,1,0,1,0
Buenos Aires,Escobar,Belen de Escobar,1,1,0,1,1,1,1,1,1
Buenos Aires,Escobar,El cazador,0,1,0,1,1,1,1,0,0
Buenos Aires,Escobar,Garín,1,1,0,1,1,1,1,1,1
Catamarca,El Alto,Vilismán,0,0,0,0,1,0,0,0,0
Buenos Aires,Esteban Echeverría,El Jagüel,0,1,0,1,1,1,1,1,1
Buenos Aires,Esteban Echeverría,Luis Guillón,1,1,1,1,1,1,1,1,0
Buenos Aires,Esteban Echeverría,Monte Grande,1,1,1,1,1,1,1,1,1
Buenos Aires,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,1,0,0,0,0,0,1,0,0
Buenos Aires,Exaltación de la Cruz,Arroyo de la Cruz,0,0,0,0,1,1,0,1,0
Buenos Aires,Exaltación de la Cruz,Capilla del Señor (Est. Capilla),1,0,1,1,1,1,1,0,0
Buenos Aires,Exaltación de la Cruz,Diego Gaynor,0,0,0,0,0,0,0,0,0
Buenos Aires,Exaltación de la Cruz,El Remanso,1,0,0,0,1,1,1,1,0
Buenos Aires,Exaltación de la Cruz,Los Cardales,1,1,1,0,1,1,1,0,1
Buenos Aires,La Matanza,Villa Luzuriaga,1,1,1,1,1,1,1,1,0
Buenos Aires,La Matanza,Virrey Del Pino,1,1,0,1,1,1,1,1,0
Buenos Aires,La Plata,Abasto,1,1,0,1,1,1,1,1,0
Buenos Aires,La Plata,Angel Etcheverry,0,1,0,0,1,1,0,1,0
Buenos Aires,La Plata,Arana,0,0,0,0,0,0,0,1,0
Buenos Aires,La Plata,Arturo Segui,0,1,0,0,1,1,1,0,0
Buenos Aires,La Plata,Barrio El Carmen Oeste,0,0,0,0,0,0,0,1,0
Buenos Aires,La Plata,Barrio El Peligro,1,0,0,0,1,1,1,0,0
Buenos Aires,La Plata,Barrio Gambier,0,0,0,0,1,1,0,1,0
Buenos Aires,La Plata,Barrio Las Malvinas,0,0,0,0,1,1,0,0,0
Buenos Aires,La Plata,Barrio Las Quintas,0,0,0,0,1,0,0,0,0
Buenos Aires,La Plata,Lomas de Copello,0,0,0,0,0,0,0,0,0
Buenos Aires,La Plata,City Bell,0,1,0,1,1,1,1,1,0
Buenos Aires,La Plata,Country Club El Rodeo,0,0,0,0,1,1,0,0,0
Buenos Aires,La Plata,El Retiro,0,0,0,1,1,1,0,0,0
Buenos Aires,La Plata,Esquina Negra,0,0,0,0,1,1,0,0,0
Buenos Aires,La Plata,Ignacio Correas,0,0,0,0,0,0,0,1,0
Buenos Aires,La Plata,Joaquin Gorina,0,1,0,1,1,1,1,0,0
Buenos Aires,La Plata,Jose Hernandez,0,1,0,1,1,1,0,0,0
Buenos Aires,La Plata,Jose Melchor Romero,0,1,0,0,1,1,0,0,0
Buenos Aires,La Plata,La Cumbre,0,0,0,0,1,1,0,1,0
Buenos Aires,La Plata,La Plata,1,1,1,1,1,1,1,1,1
Buenos Aires,La Plata,La Providencia,0,0,0,0,0,0,0,0,0
Buenos Aires,La Plata,Lisandro Olmos,0,1,0,0,1,1,0,0,0
Buenos Aires,La Plata,Los Hornos,0,1,0,1,1,1,0,1,0
Buenos Aires,La Plata,Manuel B Gonnet,0,1,0,1,1,1,1,0,0
Buenos Aires,La Plata,Poblet,0,0,0,0,0,0,0,0,0
Buenos Aires,La Plata,Ringuelet,0,1,0,1,1,1,1,0,0
Buenos Aires,La Plata,Rufino De Elizalde,0,0,0,0,1,1,0,0,0
Buenos Aires,La Plata,ruta del sol,1,0,0,0,1,1,0,0,0
Buenos Aires,La Plata,ruta del sol,1,0,0,0,1,1,0,0,0
Buenos Aires,La Plata,Tolosa,0,1,0,1,1,1,1,0,0
Buenos Aires,La Plata,Transradio,0,0,0,0,1,1,0,0,1
Buenos Aires,La Plata,Villa Elisa,0,1,0,1,1,1,1,1,0
Buenos Aires,La Plata,Villa Elvira,0,1,0,1,1,1,0,1,0
Buenos Aires,La Plata,Villa Garibaldi,0,0,0,0,0,0,0,1,0
Buenos Aires,La Plata,Villa Montoro,0,0,0,0,1,1,0,1,0
Buenos Aires,Pilar,Pilar,1,1,1,1,1,1,1,1,1
Buenos Aires,Pilar,Presidente Derqui,1,1,0,1,1,1,1,1,0
Buenos Aires,Pilar,Roberto De Vicenzo,0,0,0,0,1,1,0,0,0
Buenos Aires,Pilar,Santa Teresa,0,0,0,0,1,1,0,0,1
Buenos Aires,Pilar,Tortuguitas,0,0,0,1,1,1,0,1,1
Buenos Aires,Pilar,Villa Astolfi,0,1,0,1,1,1,0,1,0
Buenos Aires,Pilar,Villa Rosa,1,1,1,1,1,1,1,1,0
Buenos Aires,Pilar,Zelaya,1,1,0,0,1,1,1,1,0
Buenos Aires,Pinamar,Carilo,0,1,0,0,1,1,0,0,0
Buenos Aires,Pinamar,Ostende,0,1,0,0,1,1,0,0,0
Buenos Aires,Pinamar,Pinamar,1,1,0,1,1,1,1,0,1
Buenos Aires,Pinamar,Valeria Del Mar,0,1,0,0,1,1,0,0,0
Buenos Aires,Presidente Perón,Barrio America Unida,0,0,0,0,1,1,0,0,0
Buenos Aires,Presidente Perón,Guernica,1,1,1,1,1,1,1,1,0
Buenos Aires,Puán,17 de Agosto,0,0,0,0,0,0,1,0,0
Buenos Aires,Puán,Azopardo,0,0,0,0,0,0,0,0,0
Buenos Aires,Puán,Bordenave,0,0,0,1,0,0,1,1,1
Buenos Aires,Puán,Darregueira,1,1,1,1,1,1,1,1,0
Buenos Aires,Puán,Puán,0,1,0,1,1,1,1,1,1
Buenos Aires,Puán,San Germán,0,0,0,0,0,0,1,1,0
Buenos Aires,Puán,Villa Castelar (Est. Erize),0,0,0,0,0,0,1,0,0
Buenos Aires,Puán,Villa Iris,0,0,0,1,1,1,1,1,0
Buenos Aires,Punta Indio,Alvarez Jonte,0,0,0,0,0,0,0,0,0
Buenos Aires,Punta Indio,Las Tahonas,0,0,0,0,0,0,0,0,0
Buenos Aires,Punta Indio,Pipinas,0,1,0,0,1,1,1,0,0
Buenos Aires,Punta Indio,Punta Indio,0,0,0,0,0,0,1,1,0
Buenos Aires,Punta Indio,Verónica,1,1,0,1,1,1,1,0,0
Buenos Aires,Quilmes,Bernal,1,1,1,1,1,1,1,0,1
Buenos Aires,Quilmes,Bernal Oeste,1,1,1,1,1,1,1,0,0
Catamarca,Fray Mamerto Esquiú,La Carrera,0,0,0,0,0,0,0,0,1
Catamarca,Fray Mamerto Esquiú,La Falda De San Antonio,0,0,0,0,0,0,0,1,0
Buenos Aires,9 de Julio,Carlos María Naón,0,0,0,0,1,1,1,0,0
Buenos Aires,9 de Julio,Dudignac,0,0,1,0,1,1,1,1,0
Buenos Aires,9 de Julio,La Aurora (Est. La Niña),0,0,0,0,1,0,0,0,0
Buenos Aires,9 de Julio,Manuel B. Gonnet (Est. French),1,0,0,1,1,1,1,0,0
Buenos Aires,9 de Julio,Marcelino Ugarte (Est. Dennehy),0,0,0,0,1,0,1,0,0
Buenos Aires,9 de Julio,Morea,0,0,0,0,0,0,0,0,0
Buenos Aires,9 de Julio,Norumbega,0,0,0,0,0,0,1,0,0
Buenos Aires,9 de Julio,Patricios,1,0,0,0,0,1,1,0,0
Buenos Aires,9 de Julio,Villa General Fournier (Est. 9 de Julio Sud),0,0,0,1,1,1,1,1,0
Buenos Aires,Adolfo Alsina,Carhué,1,0,1,1,1,1,1,1,0
Buenos Aires,Adolfo Alsina,Colonia San Miguel Arcángel,0,0,0,1,1,0,1,0,0
Buenos Aires,Adolfo Alsina,Delfín Huergo,0,0,0,0,0,0,0,0,0
Buenos Aires,Adolfo Alsina,Espartillar,0,0,0,0,1,0,0,0,0
Buenos Aires,Adolfo Alsina,Esteban Agustín Gascón,0,0,0,1,0,0,1,0,0
Buenos Aires,Adolfo Alsina,La Pala,0,0,0,0,0,0,0,0,0
Buenos Aires,Adolfo Alsina,Maza,0,0,0,1,1,1,1,1,1
Buenos Aires,Escobar,Ingeniero Maschwitz,1,1,0,1,1,1,1,1,0
Buenos Aires,Escobar,Loma Verde,0,0,0,1,1,1,0,0,0
Buenos Aires,Escobar,Maquinista F. Savio (este),1,1,0,1,1,1,1,1,0
Buenos Aires,Escobar,Matheu,1,1,0,1,1,1,1,1,1
Buenos Aires,Escobar,Puerto Paraná,0,0,0,0,1,1,0,0,0
Buenos Aires,Esteban Echeverría,9 De Abril,1,1,1,1,1,1,1,1,0
Buenos Aires,Esteban Echeverría,Canning,1,1,0,1,1,1,1,1,0
Catamarca,Fray Mamerto Esquiú,Collagasta,0,0,0,0,0,0,0,0,0
Catamarca,Fray Mamerto Esquiú,El Hueco,0,0,0,1,0,1,0,0,0
Buenos Aires,Adolfo Alsina,Rivera,0,0,0,1,1,0,1,0,0
Buenos Aires,Adolfo Alsina,Thames,0,0,0,0,0,0,0,0,0
Buenos Aires,Adolfo Alsina,Villa Margarita,0,0,0,0,0,0,0,0,0
Buenos Aires,Adolfo Alsina,Yutuyaco,0,0,0,0,0,0,0,0,0
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),1,0,1,1,1,1,1,1,0
Buenos Aires,Adolfo Gonzales Chaves,De la Garma,0,0,0,1,1,1,1,1,0
Buenos Aires,Adolfo Gonzales Chaves,Juan E. Barra,0,0,0,0,0,0,1,1,0
Buenos Aires,Adolfo Gonzales Chaves,Vásquez,0,0,0,0,1,1,1,1,0
Buenos Aires,Alberti,Alberti (Est. Andrés Vaccarezza),1,0,1,1,1,1,1,1,0
Buenos Aires,Alberti,Coronel Seguí,0,0,0,0,0,0,0,0,0
Buenos Aires,Alberti,Mechita,1,0,0,0,1,1,0,0,0
Buenos Aires,Alberti,Pla,0,0,0,0,0,0,1,0,0
Buenos Aires,Alberti,Villa Grisolía (Est. Achupallas),0,0,0,0,1,1,0,0,0
Buenos Aires,Alberti,Villa María,0,0,0,0,0,0,0,0,0
Buenos Aires,Alberti,Villa Ortiz (Est. Coronel Mom),0,0,0,0,1,1,1,0,0
Misiones,Apóstoles,Rincón de Azara,0,0,0,0,0,0,0,0,0
Misiones,Apóstoles,San José,1,0,0,1,1,1,1,1,0
Buenos Aires,Almirante Brown,Adrogué,1,1,1,1,1,1,1,1,1
Buenos Aires,Almirante Brown,Burzaco,1,1,1,1,1,1,1,1,1
Buenos Aires,Almirante Brown,Claypole,1,1,1,1,1,1,1,1,0
Buenos Aires,Almirante Brown,Don Orione,0,1,0,0,1,1,0,1,0
Buenos Aires,Almirante Brown,Glew,1,1,1,1,1,1,1,1,0
Buenos Aires,Almirante Brown,Jose Mármol,0,1,1,1,1,1,1,1,0
Catamarca,Fray Mamerto Esquiú,La Tercena,0,0,0,0,0,1,0,1,0
Buenos Aires,Almirante Brown,Longchamps,1,1,1,1,1,1,1,1,0
Buenos Aires,Almirante Brown,Malvinas Argentinas,1,1,1,1,1,1,1,1,0
Buenos Aires,Almirante Brown,Ministro Rivadavia,1,1,1,1,1,1,1,1,0
Buenos Aires,Almirante Brown,Rafael Calzada,1,1,1,1,1,1,1,1,0
Buenos Aires,Almirante Brown,San Francisco Solano,1,1,1,1,1,1,1,1,0
Buenos Aires,Almirante Brown,San Jose,1,1,1,1,1,1,1,1,1
Misiones,Apóstoles,Tres Capones,0,0,0,0,0,0,0,0,0
Misiones,Cainguás,1º de Mayo,0,0,0,0,1,0,0,0,0
Buenos Aires,Exaltación de la Cruz,Parada Orlando,0,0,0,0,0,0,0,1,1
Buenos Aires,Exaltación de la Cruz,Parada Robles - Pavón,1,0,0,1,1,1,1,1,0
Buenos Aires,Ezeiza,Aeropuerto Internacional Ezeiza,1,0,1,1,1,1,1,0,1
Buenos Aires,Ezeiza,Canning,1,1,1,1,1,1,1,1,0
Buenos Aires,Ezeiza,Carlos Spegazzini,1,1,1,1,1,1,1,1,1
Buenos Aires,Ezeiza,José Maria Ezeiza,1,1,1,1,1,1,1,1,1
Buenos Aires,Ezeiza,La Unión,1,1,0,1,1,1,1,0,1
Misiones,Eldorado,Nueva Delicia,0,0,0,0,0,0,0,0,0
Misiones,Eldorado,Pueblo Nuevo,0,0,0,0,0,0,0,0,0
Buenos Aires,Ezeiza,Tristán Suarez,1,1,1,1,1,1,1,1,0
Buenos Aires,Florencio Varela,Bosques,1,1,1,1,1,1,1,1,0
Buenos Aires,Florencio Varela,El Tropezon,0,0,0,0,1,1,0,0,0
Buenos Aires,Florencio Varela,Estanislao Severo Zeballos,1,1,1,1,1,1,1,0,0
Buenos Aires,Florencio Varela,Florencio Varela,1,1,1,1,1,1,1,1,1
Buenos Aires,Florencio Varela,Gobernador Julio A. Costa,1,1,1,1,1,1,1,0,0
Buenos Aires,Florencio Varela,Ingeniero Juan Allan,1,1,0,1,1,1,1,0,0
Buenos Aires,Florencio Varela,La Capilla,0,0,0,1,1,1,1,0,0
Buenos Aires,La Plata,Villa Parque Sicardi,0,0,0,0,1,1,0,1,0
Buenos Aires,Lanús,Gerli,1,1,1,1,1,1,1,0,0
Buenos Aires,Lanús,Lanús Este,1,1,1,1,1,1,1,1,1
Buenos Aires,Lanús,Lanús Oeste,0,1,1,1,1,1,1,1,0
Buenos Aires,Lanús,Monte Chingolo,1,1,1,1,1,1,1,0,0
Buenos Aires,Lanús,Remedios Escalada De San Martin,1,1,1,1,1,1,1,1,0
Buenos Aires,Lanús,Valentín Alsina,1,1,1,1,1,1,1,1,0
Buenos Aires,Laprida,Laprida,0,1,0,1,1,1,1,0,0
Buenos Aires,Laprida,Pueblo Nuevo,0,0,0,0,0,0,0,1,0
Buenos Aires,Laprida,Pueblo San Jorge,0,0,0,0,0,0,1,1,0
Buenos Aires,Las Flores,Coronel Boerr,0,0,0,0,0,0,0,1,0
Buenos Aires,Las Flores,El Trigo,0,0,0,1,0,0,0,1,0
Buenos Aires,Las Flores,Las Flores,1,0,0,1,1,1,1,1,0
Buenos Aires,Las Flores,Pardo,0,0,0,0,1,1,0,1,0
Buenos Aires,Leandro N. Alem,Alberdi Viejo,1,0,0,0,1,1,0,1,0
Buenos Aires,Leandro N. Alem,El Dorado,0,0,0,0,0,0,1,1,1
Buenos Aires,Leandro N. Alem,Fortín Acha,0,0,0,0,0,0,0,1,0
Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi (Est. Alberdi),1,1,0,1,1,1,1,1,0
Buenos Aires,Leandro N. Alem,Leandro N. Alem,0,1,0,0,1,1,0,1,0
Buenos Aires,Leandro N. Alem,Vedia,1,0,0,1,1,1,1,1,1
Catamarca,Fray Mamerto Esquiú,Pomancillo Este,0,0,0,0,0,0,1,0,0
Buenos Aires,Quilmes,Villa La Florida,1,1,1,1,1,1,1,1,0
Buenos Aires,Ramallo,El Paraíso,0,0,0,0,0,0,1,0,0
Buenos Aires,Ramallo,Las Bahamas,0,0,0,0,1,1,0,0,0
Buenos Aires,Ramallo,Pérez Millán,0,0,0,1,1,1,1,0,0
Buenos Aires,Ramallo,Ramallo,1,1,0,1,1,1,1,1,1
Buenos Aires,Ramallo,Villa General Savio (Est. Sánchez),0,0,0,0,1,1,0,0,0
Buenos Aires,Ramallo,Villa Ramallo,1,1,0,1,1,1,1,0,0
Buenos Aires,Rauch,Rauch,1,0,1,1,1,1,1,1,1
Buenos Aires,Rivadavia,América,1,1,0,1,1,1,1,1,1
Buenos Aires,Rivadavia,Fortín Olavarría,1,0,0,1,1,1,0,0,0
Buenos Aires,Rivadavia,González Moreno,0,0,0,0,1,1,0,1,0
Buenos Aires,Rivadavia,Mira Pampa,0,0,0,0,0,0,0,0,0
Buenos Aires,Rivadavia,Roosevelt,0,0,0,0,0,0,1,0,0
Buenos Aires,Rivadavia,San Mauricio,0,0,0,0,0,0,0,0,0
Buenos Aires,Rivadavia,Sansinena,0,0,0,1,1,0,1,1,0
Buenos Aires,Rivadavia,Sundblad,0,0,0,0,0,0,0,0,0
Buenos Aires,Rojas,Barrio Las Margaritas,0,0,0,0,0,0,0,0,0
Buenos Aires,Rojas,La Beba,0,0,0,0,0,0,0,0,0
Buenos Aires,Rojas,Las Carabelas,0,0,0,1,1,0,1,1,1
Buenos Aires,Rojas,Los Indios,0,0,0,0,0,0,0,0,0
Buenos Aires,Rojas,Rafael Obligado,0,0,0,0,1,0,0,1,0
Buenos Aires,Rojas,Roberto Cano,0,0,0,0,0,0,0,0,0
Buenos Aires,Rojas,Rojas,1,1,1,1,1,1,1,1,0
Buenos Aires,Rojas,Sol de Mayo,0,0,0,0,0,0,0,0,0
Buenos Aires,Rojas,Villa Manuel Pomar,0,0,0,0,0,0,0,0,0
Buenos Aires,Rojas,Villa Parque Cecir,0,0,0,0,0,0,0,0,0
Buenos Aires,Roque Pérez,Carlos Beguerie,0,0,0,0,0,0,1,1,0
Catamarca,Fray Mamerto Esquiú,Pomancillo Oeste,0,0,0,0,0,0,0,0,0
Catamarca,Fray Mamerto Esquiú,San Antonio,0,0,0,1,1,1,0,0,0
Buenos Aires,Arrecifes,Arrecifes,1,1,1,1,1,1,1,1,1
Buenos Aires,Arrecifes,Todd,0,0,0,1,1,1,1,0,0
Buenos Aires,Arrecifes,Viña,1,1,0,0,1,1,0,0,0
Buenos Aires,Avellaneda,Area Reserva Cinturón Ecológico,0,0,0,0,1,1,0,0,0
Buenos Aires,Avellaneda,Avellaneda,1,1,1,1,1,1,1,1,1
Buenos Aires,Avellaneda,Crucesita,0,1,0,1,1,1,1,0,0
Buenos Aires,Avellaneda,Dock Sud,1,1,0,1,1,1,1,1,0
Buenos Aires,Avellaneda,Gerli,0,1,0,1,1,1,1,0,0
Buenos Aires,Florencio Varela,Villa Brown,0,1,0,1,1,1,0,0,0
Buenos Aires,Florencio Varela,Villa San Luis,0,1,0,0,1,1,0,0,0
Buenos Aires,Florencio Varela,Villa Santa Rosa,1,1,1,1,1,1,1,0,0
Buenos Aires,Florencio Varela,Villa Vatteone,1,1,1,1,1,1,1,0,0
Buenos Aires,Florentino Ameghino,Blaquier,0,0,0,0,1,1,1,1,1
Buenos Aires,Florentino Ameghino,Florentino Ameghino,1,0,0,1,1,1,1,0,0
Buenos Aires,Florentino Ameghino,Porvenir,0,0,0,0,0,0,0,1,0
Buenos Aires,General Alvarado,Centinela del Mar,0,0,0,0,0,0,0,1,0
Buenos Aires,General Alvarado,Comandante Nicanor Otamendi,0,0,1,1,1,1,1,1,1
Buenos Aires,General Alvarado,Mar del Sur,0,0,1,0,1,1,1,1,0
Buenos Aires,General Alvarado,Mechongué,1,0,0,0,1,1,1,1,0
Catamarca,Paclín,La Viña,0,0,0,0,0,0,0,1,0
Catamarca,Paclín,Las Lajas,0,0,0,0,0,0,0,0,1
Catamarca,Paclín,Monte Potrero,0,0,0,0,1,1,0,0,0
Buenos Aires,Lincoln,Arenaza,0,0,0,1,1,1,1,0,0
Buenos Aires,Lincoln,Bayauca,0,0,0,0,1,0,1,1,0
Buenos Aires,Lincoln,Bermúdez,0,0,0,0,0,0,0,0,0
Buenos Aires,Lincoln,Carlos Salas,0,0,0,0,0,0,0,1,0
Buenos Aires,Lincoln,Coronel Martínez de Hoz (Ap. Kilómetro 322),1,0,0,0,1,1,1,0,0
Buenos Aires,Lincoln,El Triunfo,0,0,1,1,1,1,1,0,0
Buenos Aires,Lincoln,Las Toscas,1,0,0,0,0,0,1,0,0
Buenos Aires,Lincoln,Lincoln,1,1,1,1,1,1,1,0,0
Buenos Aires,Lincoln,Pasteur,0,0,0,0,1,1,1,1,1
Buenos Aires,Lincoln,Roberts,0,0,1,1,1,1,1,0,0
Buenos Aires,Lincoln,Triunvirato,0,0,0,0,0,0,0,0,0
Buenos Aires,Lobería,Arenas Verdes,0,0,0,0,1,1,0,1,0
Buenos Aires,Lobería,Licenciado Matienzo,0,0,0,0,0,0,0,1,0
Buenos Aires,Lobería,Lobería,1,0,1,1,1,1,1,1,0
Buenos Aires,Lobería,Pieres,0,0,0,0,1,0,1,1,0
Buenos Aires,Roque Pérez,Roque Pérez,1,1,1,1,1,1,1,1,0
Buenos Aires,Saavedra,Arroyo Corto,0,0,0,1,0,0,1,0,0
